,ticker,exchange,industry,market_cap,roe,stock_rating,business_operation,business_model,financial_health,alpha,beta,active_buy_pct,strong_buy_pct,high_vol_match,forecast_vol_ratio,pe,pb,ev_ebitda,dividend_yield,price_vs_sma5,price_vs_sma20,revenue_growth_1y,revenue_growth_5y,eps_growth_1y,eps_growth_5y,gross_margin,net_margin,doe,avg_trading_value_5d,avg_trading_value_10d,avg_trading_value_20d,relative_strength_3d,rel_strength_1m,rel_strength_3m,rel_strength_1y,total_trading_value,foreign_transaction,price_near_realtime,rsi14,foreign_vol_pct,tc_rs,tcbs_recommend,tcbs_buy_sell_signal,foreign_buysell_20s,num_increase_continuous_day,num_decrease_continuous_day,eps,macd_histogram,vol_vs_sma5,vol_vs_sma10,vol_vs_sma20,vol_vs_sma50,price_vs_sma10,price_vs_sma50,price_break_out52_week,sar_vs_macd_hist,bolling_band_signal,dmi_signal,rsi14_status,price_growth_1w,price_growth_1m,breakout,prev_1d_growth_pct,prev_1m_growth_pct,prev_1y_growth_pct,prev_5y_growth_pct,has_financial_report,free_transfer_rate,net_cash_per_market_cap,net_cash_per_total_assets,profit_last_4q,last_quarter_revenue_growth,second_quarter_revenue_growth,last_quarter_profit_growth,second_quarter_profit_growth,pct_1y_from_peak,pct_away_from_hist_peak,pct_1y_from_bottom,pct_off_hist_bottom,price_vs_sma100,heating_up,price_growth1_day,vsma5,vsma10,vsma20,vsma50,corporate_percentage,ev,quarter_revenue_growth,quarter_income_growth,peg_forward,peg_trailing,quarterly_income,quarterly_revenue,ps,roa,npl,nim,price_vs_sma200,eps_ttm_growth1_year,eps_ttm_growth5_year,equity_mi,eps_recently,percent_price_vs_ma200,percent_price_vs_ma20,percent_price_vs_ma50,percent_price_vs_ma100
107,DXV,HSX,Xây dựng và Vật liệu,40.0,-3.1,2.6,1.0,,4.0,0.0,0.3,,55.3,,,-13.3,0.4,-8.3,0.0,,,4.71,-6.53,,,9.94,0.7,0.0,0.01,0.01,0.04,,,,,,,,,0.52,,,,0.0,0.0,0.0,-305.0,,,,,,,,,,,,,,,,,,,,Có,35.0,24.7,7.8,-3.0,25.8,24.4,,,,,,,,,,,,,,74.1,0.0,51.8,1184.2,,0.2,0.0,61.0,0.2,-2.4,,,,,,97.0,-305.0,,,,
108,E1VFVN30,HSX,Dịch vụ tài chính,,,,,,,,,71.2,12.5,0.1,0.2,,,,,,Giá nằm trên SMA(20),,,,,,,,41.0,34.04,30.93,71.0,57.0,64.0,45.0,0.65,Mua < Bán,32.69,73.8,84.12,59.0,,Mua mạnh,-13215.0,2.0,,,MACD Histogram > 0 và giảm dần,0.0,0.0,0.0,0.0,,Giá nằm trên SMA(50),,,,,Trung tính,2.32,12.22,,-0.21,12.22,41.58,137.75,Không,99.6,,,,,,,,-0.9,-0.2,65.1,275.8,Giá nằm trên SMA(100),,-0.21,1083.5,908.2,991.0,845.6,11.7,,,,,,,,,,,,,,,,,31.7,5.1,13.6,24.3
109,EIB,HSX,Ngân hàng,52715.0,13.4,2.4,2.9,3.7,1.9,0.0,1.3,46.4,77.9,0.0,0.4,15.9,2.0,,0.0,,Giá cắt xuống SMA(20),30.55,13.79,53.66,20.45,,25.71,,624.66,768.94,670.82,12.0,59.0,78.0,86.0,56.16,Mua < Bán,28.25,51.8,5.37,59.0,,Trung tính,2550.0,,1.0,1783.0,MACD Histogram < 0 và giảm dần,0.1,0.1,0.1,0.1,,Giá nằm trên SMA(50),,,Tín hiệu bán,,Trung tính,-6.46,1.99,,-0.18,1.99,63.86,156.66,Có,80.0,,,3321.4,0.1,14.6,-21.2,24.9,-10.7,-9.2,81.1,434.2,Giá nằm trên SMA(100),,-0.18,17503.7,22837.9,21238.9,19872.3,20.9,,8.9,-23.1,0.3,0.3,506.0,1969.0,,1.4,2.7,2.6,,49.85,376.84,26067.0,1783.0,32.6,-0.3,7.9,21.1
110,ELC,HSX,Công nghệ Thông tin,2317.0,9.5,2.4,3.0,3.0,4.8,-0.1,0.9,90.3,71.3,0.4,0.1,22.4,1.9,21.9,0.0,,Giá nằm dưới SMA(20),-18.36,-1.77,22.92,9.15,15.15,5.47,0.2,13.2,22.78,31.34,52.0,12.0,27.0,40.0,0.4,Mua > Bán,22.0,39.0,2.36,33.0,,Bán,-1002.0,2.0,,987.0,MACD Histogram < 0 và tăng dần,0.0,0.0,0.0,0.0,,Giá nằm dưới SMA(50),,,,,Trung tính,1.38,-8.33,,-0.45,-8.33,5.04,591.98,Có,70.0,-2.9,-3.1,103.5,87.6,-42.8,251.0,-34.0,-20.1,-19.4,20.2,931.3,Giá nằm dưới SMA(100),,-0.45,416.1,848.3,1104.2,1235.6,31.2,3.0,337.7,207.7,1.6,0.8,15.0,269.0,2.6,5.6,,,,28.21,144.91,1197.0,987.0,-5.5,-4.0,-3.9,-1.6
111,EVE,HSX,Hàng cá nhân & Gia dụng,434.0,-0.9,2.4,1.3,2.7,3.2,-0.1,0.8,76.2,80.5,14.3,0.0,-51.3,0.5,54.3,5.1,,Giá nằm dưới SMA(20),-5.8,-5.89,,,33.06,6.65,0.2,0.26,0.81,1.56,75.0,51.0,33.0,44.0,0.02,,10.4,38.0,68.69,51.0,,Bán,404.0,,1.0,-202.0,MACD Histogram < 0 và tăng dần,0.1,0.0,0.0,0.0,,Giá nằm dưới SMA(50),,,,,Trung tính,-3.7,0.48,,0.48,0.48,-12.48,35.73,Có,75.0,-35.0,-12.1,-8.5,13.3,-14.4,,-35.4,-14.1,-53.9,32.0,145.4,Giá nằm trên SMA(100),,0.48,23.9,47.1,101.3,117.0,36.9,1.0,33.7,1667.8,0.1,0.0,13.0,192.0,0.6,-0.7,,,,,,927.0,-202.0,4.9,-6.5,-4.0,5.4
112,EVF,HSX,Dịch vụ tài chính,10762.0,8.8,2.9,3.8,2.9,3.9,0.0,1.3,44.1,70.3,0.1,0.6,13.6,1.1,,0.0,,Giá nằm dưới SMA(20),37.34,14.96,70.78,-0.42,,41.63,,270.87,406.11,433.46,67.0,50.0,82.0,66.0,36.88,Mua > Bán,14.05,50.3,1.83,66.0,Chờ bán,Trung tính,-795.0,,1.0,1044.0,MACD Histogram < 0 và giảm dần,0.2,0.1,0.1,0.1,,Giá nằm trên SMA(50),,,,,Trung tính,-6.02,-0.71,,-0.71,-0.71,23.37,212.56,Có,100.0,,,794.2,49.2,0.7,105.2,83.4,-14.8,-21.2,77.0,390.5,Giá nằm trên SMA(100),,-0.71,15197.7,23391.5,27706.9,22647.5,2.8,,36.4,0.6,-2.0,0.2,242.0,581.0,,1.3,0.7,2.6,,90.32,245.75,9464.0,1044.0,31.0,-3.3,9.4,23.7
113,EVG,HSX,Xây dựng và Vật liệu,2217.0,1.1,2.8,2.5,2.8,3.8,0.1,1.2,52.8,42.2,2.9,0.4,86.0,1.0,124.5,0.0,Giá cắt xuống SMA(5),Giá nằm trên SMA(20),9.45,15.3,2.12,-3.26,6.02,5.38,0.4,43.47,58.25,53.76,20.0,98.0,94.0,78.0,6.43,Mua > Bán,10.25,61.8,1.12,72.0,,Trung tính,-408.0,,1.0,120.0,MACD Histogram < 0 và giảm dần,0.2,0.1,0.1,0.2,,Giá nằm trên SMA(50),,,,,Trung tính,0.0,49.85,,-0.49,49.85,43.76,247.69,Có,60.0,-25.4,-10.1,25.8,-59.8,33.7,-65.1,,-9.7,-44.6,110.9,581.2,Giá nằm trên SMA(100),,-0.49,3161.6,4778.5,5317.3,3520.0,5.4,3.0,2.1,-3.1,3.0,-3.0,11.0,196.0,2.3,0.5,,,,-28.97,25.63,2284.0,120.0,55.4,3.2,30.7,47.8
114,FCM,HSX,Xây dựng và Vật liệu,190.0,3.7,2.8,1.4,3.5,5.0,0.0,0.9,91.7,40.7,3.2,1.2,9.6,0.3,4.0,0.0,,Giá nằm dưới SMA(20),2.2,-8.97,-89.19,-48.85,11.81,3.75,0.0,0.61,0.91,1.06,47.0,16.0,15.0,39.0,0.14,Mua < Bán,4.1,46.2,3.27,29.0,,Bán,201.0,,1.0,426.0,MACD Histogram < 0 và tăng dần,0.4,0.2,0.1,0.2,,Giá nằm dưới SMA(50),,,,,Trung tính,-3.07,-6.61,,0.0,-6.61,28.91,-21.27,Có,50.0,22.0,6.4,19.7,-29.7,41.9,,366.0,-25.3,-66.6,42.5,68.2,Giá nằm trên SMA(100),,0.0,96.6,191.5,238.2,211.3,51.0,0.0,3.8,-1.0,,0.0,4.0,116.0,0.4,3.1,,,,,-47.98,544.0,426.0,7.1,-1.6,-0.8,2.1
115,FCN,HSX,Xây dựng và Vật liệu,2779.0,0.8,2.3,1.5,2.9,2.4,0.0,1.0,44.2,40.0,0.6,0.9,138.0,1.1,17.0,0.0,,Giá nằm trên SMA(20),17.19,1.77,,-45.93,12.49,1.63,1.5,62.37,100.99,104.02,22.0,87.0,75.0,76.0,14.93,Mua > Bán,17.85,55.4,33.42,65.0,Chờ mua,Mua,1892.0,,1.0,128.0,MACD Histogram < 0 và tăng dần,0.3,0.2,0.1,0.2,,Giá nằm trên SMA(50),,,,,Trung tính,-0.28,16.67,,1.13,16.67,41.67,98.25,Có,55.0,-157.2,-39.7,20.1,62.6,34.2,87.2,,-13.3,-49.2,61.5,333.8,Giá nằm trên SMA(100),,1.13,2763.3,5076.6,5817.7,4057.8,55.0,8.0,61.6,,0.3,-0.8,22.0,1326.0,0.7,0.2,,,,,-85.23,2512.0,128.0,23.7,0.4,13.0,20.2
116,FDC,HSX,Bất động sản,622.0,6.2,2.7,2.2,3.0,4.2,0.0,0.0,,,,,21.8,1.3,16.2,0.0,,,54.16,-42.13,598.42,-40.13,74.85,59.72,0.1,0.0,0.0,0.02,91.0,88.0,75.0,81.0,,,,,0.02,84.0,,,0.0,0.0,0.0,738.0,,,,,,,,,,,,,,,,,,,,Có,40.0,-0.6,-0.4,28.5,337.3,281.8,,2903.9,,,,,,,,,,,,24.5,1.0,1.6,2.7,-19.0,0.0,11.0,19.0,10.9,3.4,,,,,3854.09,473.0,738.0,,,,
117,FIR,HSX,Bất động sản,613.0,1.0,2.0,1.8,3.0,3.6,0.2,0.8,46.0,50.3,0.4,0.1,79.1,0.8,12.2,0.0,,Giá nằm dưới SMA(20),-58.41,-24.37,,,65.75,34.72,0.2,7.72,5.71,8.01,12.0,0.0,0.0,0.0,0.13,Mua < Bán,8.59,42.8,0.36,3.0,,Bán,58.0,2.0,,110.0,MACD Histogram < 0 và tăng dần,0.0,0.0,0.0,0.0,,Giá nằm dưới SMA(50),,,,,Trung tính,-4.45,0.52,,-1.04,0.52,42.09,-15.47,Có,60.0,-27.1,-13.3,7.8,204.7,65.8,1138.9,1305.8,-11.4,-74.1,117.2,186.4,Giá nằm trên SMA(100),,-1.04,811.6,596.6,757.4,655.8,0.0,1.0,-5.8,-7.3,0.1,-1.8,15.0,43.0,5.2,0.6,,,,-44.56,-86.54,760.0,110.0,22.0,-4.2,-1.4,2.5
118,FIT,HSX,Y tế,1642.0,1.5,2.4,2.2,3.4,3.8,0.0,0.9,31.3,69.5,0.1,0.5,28.2,0.4,27.4,0.0,,Giá nằm dưới SMA(20),11.91,10.58,,5.59,18.44,2.41,0.3,7.48,10.01,15.0,41.0,12.0,51.0,50.0,1.07,,4.82,42.5,0.03,38.0,,Bán,0.0,,1.0,171.0,MACD Histogram < 0 và tăng dần,0.2,0.1,0.1,0.1,,Giá nằm dưới SMA(50),,,,,Trung tính,-6.04,-8.02,,-0.21,-8.02,11.06,-44.22,Có,70.0,-116.1,-23.0,58.2,15.0,26.0,-63.9,-70.1,-13.8,-76.0,25.5,117.3,Giá nằm trên SMA(100),,-0.21,1233.8,1739.9,2378.2,2353.1,42.6,6.0,4.6,-19.9,,-0.1,13.0,539.0,0.8,0.7,,,,,-33.95,3862.0,171.0,9.2,-5.8,-0.9,4.3
119,FMC,HSX,Thực phẩm và đồ uống,2416.0,14.7,2.6,2.2,3.2,4.4,-0.2,1.0,85.7,70.2,1.5,0.4,8.1,1.2,5.6,4.5,,Giá nằm dưới SMA(20),35.88,13.26,10.73,5.88,10.51,4.29,0.7,2.94,4.6,6.36,28.0,28.0,18.0,8.0,0.2,Mua < Bán,36.95,41.2,31.02,20.0,Chờ bán,Bán,40.0,2.0,,4584.0,MACD Histogram < 0 và tăng dần,0.1,0.1,0.0,0.0,,Giá nằm dưới SMA(50),,,,,Trung tính,-2.12,-3.52,,0.0,-3.52,-19.58,64.51,Có,20.0,-9.6,-5.0,299.8,51.0,36.3,21.4,-40.4,-22.3,-40.8,20.4,3457.4,Giá nằm trên SMA(100),,0.0,56.8,93.5,157.3,152.3,81.1,3.0,-5.7,171.6,0.8,1.1,80.0,1876.0,0.3,7.3,,,,7.1,30.42,2094.0,4584.0,-8.9,-2.6,-2.5,0.9
120,FPT,HSX,Công nghệ Thông tin,178868.0,28.3,2.4,4.2,3.0,4.2,-0.2,1.0,63.0,66.6,0.1,0.6,20.8,5.4,14.8,1.5,,Giá nằm trên SMA(20),19.44,17.79,21.52,5.95,36.22,13.58,0.6,1052.61,1311.35,1223.23,91.0,21.0,37.0,24.0,207.2,Mua > Bán,104.2,51.2,37.55,43.0,Bán,Trung tính,-46335.0,2.0,,5057.0,MACD Histogram > 0 và tăng dần,0.3,0.2,0.2,0.2,,Giá nằm dưới SMA(50),,,,,Trung tính,6.65,-5.87,,-0.76,-5.87,-8.16,378.56,Có,85.0,-7.3,-16.0,8615.3,9.0,13.9,20.4,20.9,-22.5,-21.7,23.6,5635.8,Giá nằm trên SMA(100),,-0.76,7863.9,11137.1,11511.2,8774.3,25.7,198.0,3.5,3.8,1.4,1.0,2257.0,16625.0,2.7,11.8,,,,20.65,157.7,33303.0,5057.0,-6.9,0.8,-1.1,1.7
121,FRT,HSX,Bán lẻ,22310.0,23.8,2.0,2.6,3.0,2.2,-0.1,0.7,44.3,26.6,0.1,0.5,41.4,7.8,22.1,0.0,,Giá nằm dưới SMA(20),25.92,19.24,,-7.12,19.94,1.04,2.8,75.09,88.57,96.32,45.0,2.0,29.0,18.0,8.55,Mua > Bán,131.9,33.0,31.69,24.0,Chờ bán,Bán,-3123.0,,1.0,3163.0,MACD Histogram < 0 và tăng dần,0.2,0.1,0.1,0.1,,Giá nằm dưới SMA(50),,,,,Trung tính,-0.98,-16.52,,0.69,-16.52,-7.99,1116.37,Có,55.0,-31.1,-37.8,538.6,23.3,29.1,343.7,333.3,-21.3,-20.0,36.1,2756.8,Giá nằm dưới SMA(100),,0.69,396.5,542.5,632.3,569.4,62.7,30.0,-2.4,-29.4,0.8,0.0,119.0,11390.0,0.5,3.5,,,,,647.93,2866.0,3163.0,-6.8,-7.3,-9.7,-4.9
122,FTS,HSX,Dịch vụ tài chính,13427.0,11.2,2.3,4.5,3.1,2.6,-0.2,1.3,39.3,48.4,0.2,0.5,29.6,3.2,34.7,1.3,,Giá nằm dưới SMA(20),21.56,24.31,27.51,2.43,42.75,25.35,1.6,178.14,253.24,295.35,70.0,14.0,48.0,32.0,21.0,Mua < Bán,39.05,44.3,25.06,41.0,,Trung tính,-4906.0,2.0,,1310.0,MACD Histogram < 0 và tăng dần,0.2,0.1,0.1,0.1,,Giá nằm dưới SMA(50),,,,,Trung tính,-2.86,-6.58,,0.77,-6.58,-0.32,678.23,Có,40.0,-41.5,-49.4,453.8,-21.7,4.3,-62.2,-8.2,-16.6,-15.8,24.3,1230.4,Giá nằm trên SMA(100),,0.77,3544.7,5160.8,6418.6,6643.8,42.4,19.0,-23.4,-60.4,-0.9,-1.7,61.0,239.0,12.3,4.5,,,,-17.91,1339.41,4237.0,1310.0,0.9,-3.8,-2.7,3.2
123,FUCTVGF3,HSX,Dịch vụ tài chính,,,,,,,,,,,,,,,,,,Giá nằm trên SMA(20),,,,,,,,0.0,0.0,0.0,,,,,0.0,,13.7,0.0,0.0,,,Bán mạnh,0.0,0.0,0.0,,MACD Histogram > 0 và giảm dần,5.0,10.0,10.0,7.1,,Giá nằm dưới SMA(50),,,,,Trung tính,0.0,-3.52,,0.0,-3.52,1.11,,Không,100.0,,,,,,,,-18.4,-18.4,1.1,33.8,Giá nằm dưới SMA(100),,0.0,0.0,0.0,0.0,0.0,12.8,,,,,,,,,,,,,,,,,-14.8,0.0,-9.2,-14.1
124,FUCTVGF4,HSX,Dịch vụ tài chính,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,Không,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,FUCTVGF5,HSX,Dịch vụ tài chính,,,,,,,,,,,75900.0,,,,,,Giá cắt xuống SMA(5),Giá nằm trên SMA(20),,,,,,,,0.0,0.0,0.04,,,,,0.3,,11.8,63.5,0.46,,,Mua,0.0,1.0,,,MACD Histogram > 0 và giảm dần,421.7,632.5,389.2,15.5,,Giá nằm trên SMA(50),,,,,Thoát vùng quá mua,7.27,17.41,,-3.28,17.41,9.26,,Không,100.0,,,,,,,,-25.3,-25.3,17.4,17.4,Giá nằm trên SMA(100),,-3.28,0.1,0.0,0.1,1.6,17.7,,,,,,,,,,,,,,,,,-5.0,3.5,7.6,4.8
126,FUCVREIT,HSX,Dịch vụ tài chính,,,,,,,,,95.2,23.9,84.3,1.0,,,,,,Giá nằm trên SMA(20),,,,,,,,0.05,0.05,0.08,,,,,0.02,,8.28,56.2,0.96,,,Mua,-1.0,,1.0,,MACD Histogram < 0 và tăng dần,0.5,0.4,0.3,0.2,,Giá nằm trên SMA(50),,,,,Trung tính,1.97,-1.9,,0.0,-1.9,32.06,68.15,Không,4.7,,,,,,,,-7.7,-72.9,77.7,81.6,Giá nằm trên SMA(100),,0.0,4.4,5.5,8.3,9.0,84.8,,,,,,,,,,,,,,,,,42.6,2.9,16.6,34.9
127,FUEABVND,HSX,Dịch vụ tài chính,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,26.54,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,Không,100.0,,,,,,,,,,,,,,,,,,,51.3,,,,,,,,,,,,,,,,,,,,
128,FUEBFVND,HSX,Dịch vụ tài chính,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,Không,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,FUEDCMID,HSX,Dịch vụ tài chính,,,,,,,,,100.0,12.2,1.5,0.1,,,,,,Giá nằm trên SMA(20),,,,,,,,0.25,0.31,0.28,,,,,0.01,,15.74,63.2,82.83,,,Mua,90.0,2.0,,,MACD Histogram < 0 và tăng dần,0.0,0.0,0.0,0.0,,Giá nằm trên SMA(50),,,,,Trung tính,-0.32,14.56,,-0.32,14.56,30.62,,Không,100.0,,,,,,,,-3.4,-2.7,54.3,138.8,Giá nằm trên SMA(100),,-0.32,13.1,18.4,16.8,17.6,80.5,,,,,,,,,,,,,,,,,28.3,2.4,13.3,24.7
130,FUEFCV50,HSX,Dịch vụ tài chính,,,,,,,,,7.1,15.0,65.1,,,,,,,Giá nằm trên SMA(20),,,,,,,,0.08,0.07,0.07,,,,,0.02,,14.83,60.0,0.08,,,Mua,0.0,1.0,,,MACD Histogram > 0 và giảm dần,0.3,0.3,0.3,0.3,,Giá nằm trên SMA(50),,,,,Trung tính,4.29,21.06,,0.2,21.06,18.83,,Không,100.0,,,,,,,,-5.1,-12.4,42.3,37.1,Giá nằm trên SMA(100),,0.2,4.7,4.4,4.8,4.8,90.0,,,,,,,,,,,,,,,,,25.9,6.0,16.6,22.9
131,FUEIP100,HSX,Dịch vụ tài chính,,,,,,,,,100.0,69.5,15.6,1.4,,,,,,Giá cắt xuống SMA(20),,,,,,,,0.02,0.05,0.05,,,,,0.0,,10.92,49.9,1.34,,,Trung tính,-8.0,0.0,0.0,,MACD Histogram < 0 và giảm dần,0.1,0.0,0.0,0.0,Giá cắt xuống SMA(10),Giá nằm trên SMA(50),,,Tín hiệu bán,,Trung tính,-6.43,4.0,,-5.45,4.0,25.52,,Không,100.0,,,,,,,,-7.5,-14.2,41.5,72.8,Giá nằm trên SMA(100),,-5.45,1.4,3.4,3.8,2.9,80.1,,,,,,,,,,,,,,,,,18.2,-1.6,6.7,12.5
132,FUEKIV30,HSX,Dịch vụ tài chính,,,,,,,,,,25.1,,,,,,,,,,,,,,,,0.22,0.16,0.31,,,,,,,,,99.2,,,,82.0,,1.0,,,,,,,,,,,,,,,,,,,,,Không,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,FUEKIVFS,HSX,Dịch vụ tài chính,,,,,,,,,,57.1,,,,,,,,,,,,,,,,0.02,0.06,0.04,,,,,,,,,80.72,,,,-16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,Không,100.0,,,,,,,,,,,,,,,,,,,28.7,,,,,,,,,,,,,,,,,,,,
134,FUEKIVND,HSX,Dịch vụ tài chính,,,,,,,,,,50.0,56.9,,,,,,,Giá nằm trên SMA(20),,,,,,,,0.01,0.01,0.01,,,,,0.0,Mua > Bán,14.71,63.3,97.7,,,Mua,2.0,2.0,,,MACD Histogram < 0 và giảm dần,0.3,0.2,0.2,0.2,,Giá nằm trên SMA(50),,Tín hiệu bán,,,Trung tính,0.41,8.72,,-0.61,8.72,17.02,,Không,100.0,,,,,,,,-2.1,-2.1,46.5,46.5,Giá nằm trên SMA(100),,-0.61,0.4,0.4,0.6,0.6,48.8,,,,,,,,,,,,,,,,,19.2,3.4,9.8,18.2
135,FUEMAV30,HSX,Dịch vụ tài chính,,,,,,,,,83.3,41.9,0.3,0.1,,,,,,Giá nằm trên SMA(20),,,,,,,,3.36,2.05,1.47,,,,,0.03,Mua > Bán,22.4,67.7,91.74,,,Mua mạnh,-6.0,0.0,0.0,,MACD Histogram < 0 và giảm dần,0.0,0.0,0.0,0.0,,Giá nằm trên SMA(50),,,,,Trung tính,1.54,10.62,,-0.04,10.62,41.5,,Không,100.0,,,,,,,,-1.2,-1.2,68.4,109.0,Giá nằm trên SMA(100),,-0.04,147.0,93.0,75.5,45.8,0.0,,,,,,,,,,,,,,,,,30.8,4.4,12.6,23.2
136,FUEMAVND,HSX,Dịch vụ tài chính,,,,,,,,,,66.7,,,,,,,,,,,,,,,,0.68,0.75,0.55,,,,,,,,,90.79,,,,-42.0,2.0,,,,,,,,,,,,,,,,,,,,,,Không,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
137,FUESSV30,HSX,Dịch vụ tài chính,,,,,,,,,71.4,52.2,1.2,0.1,,,,,,Giá nằm trên SMA(20),,,,,,,,0.44,0.55,0.63,,,,,0.03,,23.01,70.1,25.95,,,Mua,111.0,,1.0,,MACD Histogram < 0 và giảm dần,0.1,0.1,0.0,0.1,,Giá nằm trên SMA(50),,,,,Trung tính,1.41,10.63,,-0.39,10.63,39.88,129.18,Không,100.0,,,,,,,,-5.2,-1.4,53.7,135.5,Giá nằm trên SMA(100),,-0.39,15.5,21.2,29.0,27.4,33.1,,,,,,,,,,,,,,,,,31.2,3.6,13.3,24.5
138,FUESSV50,HSX,Dịch vụ tài chính,,,,,,,,,43.8,44.4,1.2,0.4,,,,,,Giá nằm trên SMA(20),,,,,,,,0.54,0.64,0.6,,,,,0.09,Mua > Bán,28.1,70.0,29.55,,,Mua,177.0,2.0,,,MACD Histogram < 0 và giảm dần,0.2,0.2,0.1,0.1,,Giá nằm trên SMA(50),,,,,Thoát vùng quá mua,1.33,13.86,,-0.14,13.86,41.78,134.17,Không,89.6,,,,,,,,-4.0,-1.4,65.3,219.3,Giá nằm trên SMA(100),,-0.14,15.4,21.0,22.2,24.2,25.6,,,,,,,,,,,,,,,,,34.0,5.0,17.0,27.9
139,FUESSVFL,HSX,Dịch vụ tài chính,,,,,,,,,7.3,30.7,0.2,0.3,,,,,Giá cắt lên SMA(5),Giá nằm trên SMA(20),,,,,,,,3.7,3.82,3.6,81.0,77.0,74.0,,0.41,Mua < Bán,34.06,67.2,53.03,77.0,,Mua,74.0,,1.0,,MACD Histogram < 0 và giảm dần,0.1,0.1,0.1,0.1,,Giá nằm trên SMA(50),,Tín hiệu bán,,,Trung tính,-0.23,20.95,,0.18,20.95,63.51,252.95,Không,100.0,,,,,,,,-4.2,-4.2,81.5,338.4,Giá nằm trên SMA(100),,0.18,86.0,107.6,89.9,86.6,18.9,,,,,,,,,,,,,,,,,42.9,6.0,19.4,32.8
140,FUETCC50,HSX,Dịch vụ tài chính,,,,,,,,,90.9,50.4,2.2,0.1,,,,,,Giá nằm trên SMA(20),,,,,,,,0.91,0.79,0.59,,,,,0.02,,14.01,70.6,4.3,,,Mua mạnh,1.0,2.0,,,MACD Histogram > 0 và giảm dần,0.1,0.0,0.0,0.0,,Giá nằm trên SMA(50),,,,,Trung tính,1.74,12.89,,0.14,12.89,,,Không,100.0,,,,,,,,-3.7,-1.6,62.0,60.9,Giá nằm trên SMA(100),,0.14,20.2,55.3,47.6,25.0,,,,,,,,,,,,,,,,,,,5.1,14.1,25.4
141,FUETPVND,HSX,Dịch vụ tài chính,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Không,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,FUEVFVND,HSX,Dịch vụ tài chính,,,,,,,,,68.5,56.2,0.0,0.1,,,,,,Giá nằm trên SMA(20),,,,,,,,46.64,51.46,68.7,68.0,64.0,67.0,,0.86,Mua > Bán,39.8,63.3,95.37,66.0,,Mua mạnh,-19092.0,,1.0,,MACD Histogram > 0 và tăng dần,0.0,0.0,0.0,0.0,,Giá nằm trên SMA(50),,,,,Trung tính,1.09,10.13,,0.71,10.13,19.23,213.39,Không,100.0,,,,,,,,-1.3,-1.1,58.2,279.1,Giá nằm trên SMA(100),,0.71,845.4,976.4,1229.8,1202.6,8.2,,,,,,,,,,,,,,,,,20.9,4.4,10.9,19.6
143,FUEVN100,HSX,Dịch vụ tài chính,,,,1.0,,2.6,0.1,0.8,66.0,7.4,0.2,0.1,,,,,,Giá nằm trên SMA(20),,,,,,,,2.78,3.39,3.0,,,,,0.12,,24.87,71.0,4.6,,,Mua,1195.0,0.0,0.0,,MACD Histogram < 0 và giảm dần,0.1,0.0,0.0,0.0,,Giá nằm trên SMA(50),,,,,Trung tính,0.69,14.87,,-0.52,14.87,39.88,131.35,Không,100.0,,,,,,,,-2.3,-2.1,60.0,159.1,Giá nằm trên SMA(100),,-0.52,83.9,100.9,123.8,120.3,0.0,,,,,,,,,,,,,,,,,32.8,4.3,15.7,26.8
144,GAS,HSX,"Điện, nước & xăng dầu khí đốt",161410.0,17.6,2.8,2.3,3.4,5.0,-0.1,0.9,44.9,55.6,0.1,1.2,12.6,2.3,9.2,3.3,,Giá nằm trên SMA(20),15.13,6.67,-10.41,-6.52,16.47,15.78,0.0,74.39,86.72,95.75,61.0,52.0,51.0,19.0,21.12,Mua > Bán,65.1,51.9,1.82,46.0,Chờ bán,Mua,-879.0,,1.0,5152.0,MACD Histogram < 0 và tăng dần,0.4,0.3,0.2,0.3,Giá cắt lên SMA(10),Giá nằm trên SMA(50),,,,,Trung tính,1.26,0.67,,0.38,0.67,-8.98,37.18,Có,5.0,4.6,8.3,12070.0,0.1,10.1,43.0,9.7,-11.0,-27.6,36.1,350.2,Giá nằm trên SMA(100),,0.38,867.8,1127.6,1339.0,1198.7,95.8,155.0,17.2,72.2,0.6,1.2,4748.0,30080.0,1.4,13.1,,,,10.4,20.73,67423.0,5152.0,4.1,-0.1,1.0,6.5
