,ticker,exchange,industry,market_cap,roe,stock_rating,business_operation,business_model,financial_health,alpha,beta,active_buy_pct,strong_buy_pct,high_vol_match,forecast_vol_ratio,pe,pb,ev_ebitda,dividend_yield,price_vs_sma5,price_vs_sma20,revenue_growth_1y,revenue_growth_5y,eps_growth_1y,eps_growth_5y,gross_margin,net_margin,doe,avg_trading_value_5d,avg_trading_value_10d,avg_trading_value_20d,relative_strength_3d,rel_strength_1m,rel_strength_3m,rel_strength_1y,total_trading_value,foreign_transaction,price_near_realtime,rsi14,foreign_vol_pct,tc_rs,tcbs_recommend,tcbs_buy_sell_signal,foreign_buysell_20s,num_increase_continuous_day,num_decrease_continuous_day,eps,macd_histogram,vol_vs_sma5,vol_vs_sma10,vol_vs_sma20,vol_vs_sma50,price_vs_sma10,price_vs_sma50,price_break_out52_week,sar_vs_macd_hist,bolling_band_signal,dmi_signal,rsi14_status,price_growth_1w,price_growth_1m,breakout,prev_1d_growth_pct,prev_1m_growth_pct,prev_1y_growth_pct,prev_5y_growth_pct,has_financial_report,free_transfer_rate,net_cash_per_market_cap,net_cash_per_total_assets,profit_last_4q,last_quarter_revenue_growth,second_quarter_revenue_growth,last_quarter_profit_growth,second_quarter_profit_growth,pct_1y_from_peak,pct_away_from_hist_peak,pct_1y_from_bottom,pct_off_hist_bottom,price_vs_sma100,heating_up,price_growth1_day,vsma5,vsma10,vsma20,vsma50,corporate_percentage,ev,quarter_revenue_growth,quarter_income_growth,peg_forward,peg_trailing,quarterly_income,quarterly_revenue,ps,roa,npl,nim,price_vs_sma200,eps_ttm_growth1_year,eps_ttm_growth5_year,equity_mi,eps_recently,percent_price_vs_ma200,percent_price_vs_ma20,percent_price_vs_ma50,percent_price_vs_ma100
327,TCB,HSX,Ngân hàng,276009.0,14.5,3.1,4.4,4.4,3.6,0.1,1.2,47.2,65.2,0.1,0.4,13.0,1.7,,0.0,Giá cắt lên SMA(5),Giá nằm trên SMA(20),17.3,17.4,19.55,1.14,,49.81,,1462.36,1436.75,1313.84,29.0,81.0,77.0,88.0,194.54,Mua > Bán,39.05,56.8,22.51,69.0,,Mua,-3023.0,,1.0,3006.0,MACD Histogram < 0 và giảm dần,0.2,0.2,0.1,0.2,,Giá nằm trên SMA(50),,,,,Trung tính,-3.58,10.94,,0.26,10.94,72.41,280.77,Có,55.0,,,21303.9,-5.0,-5.3,0.9,-4.4,-8.1,-6.0,77.9,440.5,Giá nằm trên SMA(100),,0.26,29422.3,32803.9,33425.8,25728.0,30.5,,9.7,5.0,0.7,-17.1,6247.0,12743.0,,2.2,1.3,3.8,,-0.76,96.24,157614.0,3006.0,35.7,2.4,8.1,20.4
328,TCD,HSX,Xây dựng và Vật liệu,880.0,1.9,2.0,1.4,3.0,2.8,-0.4,1.0,55.5,31.4,9.5,0.6,12.4,0.2,43.2,0.0,Giá cắt lên SMA(5),Giá nằm dưới SMA(20),-35.01,-7.37,-41.51,-13.0,16.22,11.13,0.5,3.13,3.87,6.06,64.0,2.0,80.0,1.0,0.31,,2.66,48.0,0.8,37.0,,Trung tính,518.0,1.0,,212.0,MACD Histogram < 0 và tăng dần,0.1,0.1,0.1,0.0,,Giá nằm trên SMA(50),,,,,Trung tính,-3.27,-15.56,,1.53,-15.56,-48.94,-32.99,Không,55.0,-220.7,-21.0,71.1,-58.2,-39.7,479432.8,-79.3,-55.7,-87.0,61.2,56.5,Giá nằm trên SMA(100),,1.53,936.2,1276.6,1616.4,2483.0,58.7,3.0,,,0.0,,,,,0.8,,,,,,,212.0,-16.8,-2.9,3.5,17.3
329,TCH,HSX,Bất động sản,18416.0,8.2,2.9,3.7,3.0,5.0,0.0,1.4,41.4,53.1,0.2,0.3,24.5,2.0,15.8,0.0,,Giá nằm trên SMA(20),98.37,25.77,64.81,5.28,28.91,9.7,0.0,225.25,259.82,280.88,79.0,26.0,71.0,72.0,17.25,Mua < Bán,21.25,52.3,11.28,62.0,Chờ mua,Mua,-6933.0,,1.0,866.0,MACD Histogram < 0 và tăng dần,0.1,0.1,0.1,0.1,Giá cắt lên SMA(10),Giá nằm trên SMA(50),,,,,Trung tính,-4.28,-3.64,,0.24,-3.64,31.57,80.13,Có,55.0,5.1,6.5,751.9,-52.9,-47.0,-73.1,-39.9,-8.8,-12.8,85.5,417.1,Giá nằm trên SMA(100),,0.24,9590.8,10334.0,10559.1,9525.2,0.0,20.0,-54.5,-79.8,0.3,-7.1,38.0,390.0,4.4,5.1,,,,-3.44,-2.65,9241.0,866.0,34.4,0.3,5.4,18.6
330,TCI,HSX,Dịch vụ tài chính,1295.0,5.0,3.0,3.9,3.0,3.0,0.0,0.9,58.8,14.1,0.0,5.2,20.4,1.0,13.4,0.0,,Giá nằm trên SMA(20),35.29,14.93,-2.61,12.0,76.98,23.28,0.7,10.52,10.75,7.37,93.0,91.0,82.0,59.0,13.74,Mua > Bán,11.85,76.0,5.57,81.0,,Mua mạnh,499.0,2.0,,548.0,MACD Histogram > 0 và tăng dần,1.6,1.3,1.6,2.2,,Giá nằm trên SMA(50),Tín hiệu vượt đỉnh,,,,Trung tính,11.79,26.2,,5.8,26.2,27.28,218.56,Có,45.0,-50.9,-25.2,63.3,20.0,32.1,48.7,4.1,2.6,-55.2,58.2,628.9,Giá nằm trên SMA(100),,5.8,725.9,926.7,712.3,526.3,60.6,2.0,-0.3,-26.3,1.0,3.9,17.0,74.0,5.0,2.8,,,,5.28,147.75,1269.0,548.0,34.9,17.4,28.3,36.1
331,TCL,HSX,Hàng & Dịch vụ Công nghiệp,1057.0,25.4,3.0,3.0,3.3,4.8,-0.1,0.7,100.0,31.6,0.6,0.1,7.0,1.7,5.9,7.2,,Giá cắt lên SMA(20),6.65,11.38,8.87,7.89,14.96,9.85,0.0,1.4,1.73,2.2,41.0,56.0,39.0,43.0,0.04,,35.25,52.6,6.06,45.0,,Mua,22.0,,1.0,5003.0,MACD Histogram < 0 và tăng dần,0.0,0.0,0.0,0.0,,Giá nằm trên SMA(50),,,Tín hiệu mua,,Trung tính,-0.42,1.88,,0.57,1.88,6.33,115.78,Có,50.0,5.2,5.0,150.9,13.4,11.2,1.7,32.3,-16.1,-16.1,12.2,1140.8,Giá nằm trên SMA(100),,0.57,30.6,41.4,59.4,69.4,69.3,1.0,45.6,90.2,0.4,0.5,50.0,508.0,0.6,14.2,,,,12.89,68.53,623.0,5003.0,1.7,0.0,1.8,3.7
332,TCM,HSX,Hàng cá nhân & Gia dụng,3372.0,13.6,2.7,2.5,3.7,4.4,-0.3,1.1,61.5,28.6,0.0,0.5,11.2,1.4,7.9,1.2,Giá cắt xuống SMA(5),Giá nằm dưới SMA(20),14.61,0.9,109.29,-4.03,18.38,9.33,0.4,54.74,58.41,74.53,46.0,13.0,33.0,3.0,6.03,,30.0,35.6,49.75,24.0,Chờ bán,Bán mạnh,-194.0,2.0,,2693.0,MACD Histogram < 0 và tăng dần,0.1,0.1,0.1,0.1,,Giá nằm dưới SMA(50),,,,,Trung tính,-1.32,-7.69,,-0.33,-7.69,-31.13,146.89,Có,40.0,-10.8,-8.8,301.7,3.1,8.2,13.3,26.0,-32.6,-53.6,22.2,2499.3,Giá nằm trên SMA(100),,-0.33,1402.7,1735.6,2125.5,2409.9,55.6,4.0,-13.6,4.0,1.8,0.3,81.0,873.0,0.9,7.7,,,,44.01,27.97,2327.0,2693.0,-13.3,-5.0,-5.3,0.4
333,TCO,HSX,Thực phẩm và đồ uống,379.0,14.0,2.5,2.5,3.5,2.4,0.0,0.8,40.1,61.8,0.3,1.0,7.7,1.0,9.7,0.0,Giá cắt xuống SMA(5),Giá nằm dưới SMA(20),11900.59,85.5,135.41,-4.76,5.05,1.36,1.5,5.89,8.14,7.75,34.0,22.0,15.0,24.0,2.33,,11.55,46.8,0.62,24.0,,Bán,0.0,0.0,0.0,1562.0,MACD Histogram < 0 và giảm dần,0.6,0.3,0.3,0.4,,Giá nằm trên SMA(50),,,,,Trung tính,-7.23,3.13,,-4.55,3.13,42.68,103.28,Có,45.0,-147.2,-53.5,48.9,-63.4,-0.8,212.7,283.3,-17.5,-39.7,46.5,,Giá nằm trên SMA(100),,-4.55,345.0,591.3,610.8,481.3,0.0,1.0,-19.1,-83.9,,0.0,5.0,395.0,0.1,3.7,,,"{'vi': 'Giá cắt xuống SMA(200)', 'en': 'Price cross below SMA(200)'}",215.74,199.89,375.0,1562.0,-0.6,-5.6,3.9,4.0
334,TCR,HSX,Xây dựng và Vật liệu,134.0,-21.4,2.2,1.0,,2.4,0.0,0.1,,9.8,8.3,0.1,-1.7,0.4,-17.4,0.0,,Giá nằm dưới SMA(20),1.86,-3.77,,,7.21,,1.2,0.01,0.01,0.01,21.0,41.0,22.0,43.0,0.0,,2.95,41.1,47.81,32.0,,Bán,0.0,,1.0,-1704.0,MACD Histogram < 0 và tăng dần,0.0,0.0,0.0,0.0,,Giá nằm dưới SMA(50),,,,,Trung tính,-1.01,-6.94,,0.0,-6.94,-7.81,-1.01,Có,30.0,-258.6,-36.3,-77.4,-6.7,11.6,,,-21.3,-86.7,6.1,123.5,Giá nằm dưới SMA(100),,0.0,2.6,3.8,3.2,3.8,75.9,0.0,20.2,,,0.0,-22.0,227.0,0.1,-8.0,,,,,,323.0,-1704.0,-7.0,-1.2,-2.8,-3.4
335,TCT,HSX,Du lịch và Giải trí,271.0,5.2,2.2,1.6,2.9,4.2,0.0,0.5,92.3,86.0,1.4,0.1,15.1,0.8,100.3,0.0,,Giá nằm trên SMA(20),-37.12,-31.31,-41.05,-30.59,34.76,62.66,0.0,0.38,1.29,0.85,32.0,46.0,42.0,11.0,0.03,,21.2,58.3,10.17,33.0,,Trung tính,-3.0,,1.0,1408.0,MACD Histogram < 0 và giảm dần,0.1,0.0,0.0,0.1,,Giá nằm trên SMA(50),,,,,Trung tính,-8.62,17.13,,0.0,17.13,18.52,-5.72,Có,35.0,0.5,0.3,18.0,121.9,23.8,127.9,48.4,-12.4,-64.4,42.3,336.7,Giá nằm trên SMA(100),,0.0,13.2,43.9,42.9,21.3,85.3,0.0,-57.3,-55.7,0.1,0.2,6.0,9.0,7.5,4.9,,,,87.99,839.78,354.0,1408.0,19.9,2.0,14.1,19.6
336,TDC,HSX,Bất động sản,1609.0,37.6,2.7,3.3,2.7,2.8,0.0,0.9,74.4,67.3,0.4,0.3,3.7,1.1,6.7,0.0,Giá cắt lên SMA(5),Giá nằm dưới SMA(20),289.25,-5.61,,17.06,12.63,9.02,1.1,25.37,29.46,30.2,74.0,70.0,61.0,54.0,1.51,Mua < Bán,12.7,47.7,1.51,65.0,,Trung tính,379.0,,1.0,3380.0,MACD Histogram < 0 và tăng dần,0.1,0.1,0.1,0.1,,Giá nằm trên SMA(50),,,,,Trung tính,-8.63,6.28,,0.4,6.28,14.41,78.8,Có,35.0,-99.2,-36.0,430.1,339.2,5.9,-37.5,,-14.2,-60.5,33.8,604.6,Giá nằm trên SMA(100),,0.4,1276.8,1972.9,2056.8,1540.6,76.4,3.0,302.6,138.0,-0.1,0.0,46.0,508.0,1.0,10.8,,,,6956.23,156.6,1476.0,3380.0,9.8,-4.6,3.8,10.0
337,TDG,HSX,"Điện, nước & xăng dầu khí đốt",83.0,2.1,,2.2,,1.8,-0.2,0.9,46.4,13.0,3.6,1.2,15.9,0.3,16.3,0.0,,Giá nằm dưới SMA(20),8.55,11.7,84.61,1.46,6.3,0.1,1.9,0.16,0.36,0.45,,,,,0.05,,3.47,51.3,0.01,,,Trung tính,0.0,1.0,,216.0,MACD Histogram < 0 và tăng dần,0.4,0.2,0.1,0.1,Giá cắt lên SMA(10),Giá nằm trên SMA(50),,,,,Trung tính,0.58,-2.25,,0.87,-2.25,-20.38,148.94,Có,80.0,-566.7,-54.1,5.2,-18.9,-32.2,-65.5,14.9,-23.1,-67.7,14.5,197.4,Giá nằm trên SMA(100),,0.87,34.6,83.2,112.6,126.3,3.8,1.0,22.2,-74.3,,0.3,0.0,325.0,0.1,0.7,,,,56.52,,255.0,216.0,-2.2,-0.6,1.6,3.8
338,TDH,HSX,Bất động sản,526.0,-117.1,2.3,1.4,3.0,3.0,0.2,0.9,19.3,48.6,5.3,0.6,-2.1,5.9,-1.7,0.0,,Giá nằm dưới SMA(20),-59.32,-58.39,,,34.45,74.44,0.1,2.28,3.54,4.68,3.0,59.0,64.0,49.0,0.34,Mua < Bán,4.63,44.5,1.14,44.0,,Bán,195.0,,1.0,-2242.0,MACD Histogram < 0 và tăng dần,0.2,0.1,0.1,0.1,,Giá nằm dưới SMA(50),,,,,Trung tính,-3.54,-1.49,,-0.86,-1.49,59.11,-44.01,Có,95.0,1.7,1.3,-252.5,-10.8,-21.1,,,-16.1,-90.1,131.5,121.5,Giá nằm trên SMA(100),,-0.86,361.4,582.8,900.0,705.9,51.8,1.0,123.0,134.1,0.0,0.0,13.0,18.0,11.8,-25.0,,,,,,89.0,-2242.0,30.8,-5.6,-1.1,5.3
339,TDM,HSX,"Điện, nước & xăng dầu khí đốt",6555.0,12.6,2.6,2.8,3.0,4.8,0.1,0.1,100.0,73.7,31.7,7.3,21.1,2.6,20.9,2.9,,Giá nằm trên SMA(20),2.22,9.5,-27.89,-2.02,47.75,52.66,0.3,0.04,0.06,0.27,28.0,60.0,45.0,64.0,0.01,,59.0,56.3,2.21,49.0,Chờ mua,Mua,2.0,1.0,,2802.0,MACD Histogram < 0 và giảm dần,0.3,0.1,0.0,0.0,,Giá nằm trên SMA(50),,,,,Trung tính,0.51,2.43,,0.0,2.43,23.61,187.78,Có,60.0,-7.8,-15.5,311.3,-46.6,-5.8,1.3,283.2,-3.3,-1.3,32.5,1078.7,Giá nằm trên SMA(100),,0.0,0.4,0.8,2.9,5.1,42.2,7.0,-0.1,-63.4,0.5,0.3,53.0,100.0,14.5,10.0,,,,64.23,47.68,2544.0,2802.0,10.6,0.8,2.5,5.1
340,TDP,HSX,Hàng & Dịch vụ Công nghiệp,3044.0,8.7,2.1,2.6,3.6,2.2,0.0,0.1,,,,,34.5,2.9,15.3,0.0,,,14.65,29.62,121.8,0.7,8.31,2.3,2.4,4.17,4.53,5.33,15.0,66.0,37.0,30.0,,,,,0.07,37.0,,,41.0,1.0,,1001.0,,,,,,,,,,,,,,,,,,,,Có,35.0,-64.2,-48.4,88.3,12.3,-3.4,-17.1,-14.2,,,,,,,,,,,,,5.0,6.5,70.0,1.4,2.5,26.0,1129.0,0.7,2.3,,,,14.0,23.03,1061.0,1001.0,,,,
341,TDW,HSX,"Điện, nước & xăng dầu khí đốt",494.0,23.5,2.7,3.0,3.5,3.8,0.1,0.5,,61.5,,,9.4,2.2,4.8,2.8,,,2.77,9.24,6.1,23.55,36.93,4.38,0.3,0.0,0.01,0.03,97.0,99.0,97.0,68.0,,,,,2.96,90.0,,,2.0,1.0,,6182.0,,,,,,,,,,,,,,,,,,,,Có,4.8,2.1,1.7,52.6,1.7,-1.4,-5.7,-18.6,,,,,,,,,,,,95.2,0.0,9.7,33.0,,2.5,15.0,348.0,0.4,9.6,,,,3.69,111.2,229.0,6182.0,,,,
342,TEG,HSX,Bất động sản,765.0,0.4,2.1,1.6,2.9,3.6,-0.3,0.9,97.9,34.9,0.6,0.1,128.2,0.6,199.3,0.0,,Giá nằm trên SMA(20),-8.22,13.6,-92.73,-5.04,41.61,1.57,0.2,2.86,1.83,1.28,90.0,55.0,18.0,2.0,0.03,,6.36,59.3,5.18,41.0,,Mua,35.0,2.0,,49.0,MACD Histogram > 0 và tăng dần,0.0,0.0,0.0,0.0,,Giá nằm trên SMA(50),,,,,Trung tính,3.41,1.44,,0.47,1.44,-30.11,71.51,Có,40.0,-33.1,-13.7,6.0,-91.1,12.3,208.8,31.5,-30.1,-59.9,35.6,181.7,Giá nằm trên SMA(100),,0.47,435.7,277.7,204.0,200.9,49.5,1.0,47.5,-93.4,0.1,-2.4,0.0,15.0,5.2,0.3,,,,-52.58,,1331.0,49.0,-1.3,4.3,2.4,8.3
343,THG,HSX,Xây dựng và Vật liệu,1662.0,26.1,2.8,2.5,3.2,4.0,0.1,0.9,96.0,38.8,3.5,0.7,9.3,2.3,6.6,7.5,,Giá nằm trên SMA(20),11.82,7.59,21.56,-7.36,20.97,6.5,0.7,2.16,2.56,4.47,80.0,13.0,50.0,86.0,0.2,Mua < Bán,53.7,49.7,1.45,57.0,,Mua mạnh,-1.0,3.0,,5718.0,MACD Histogram > 0 và tăng dần,0.1,0.1,0.1,0.1,,Giá nằm dưới SMA(50),,Tín hiệu mua,,,Trung tính,2.29,-6.93,,0.56,-6.93,59.98,196.18,Có,65.0,-15.8,-12.3,178.0,66.1,58.3,126.8,76.6,-9.9,-8.2,62.1,9605.6,Giá nằm trên SMA(100),,0.56,32.1,42.4,65.4,69.5,10.4,2.0,21.5,31.0,0.2,0.1,41.0,625.0,0.7,8.9,,,,88.23,17.05,724.0,5718.0,15.9,0.7,-2.8,5.4
344,TIP,HSX,Bất động sản,1261.0,9.9,3.0,3.0,3.8,5.0,-0.1,0.9,52.4,37.7,0.5,0.1,7.1,0.7,15.6,8.6,,Giá nằm dưới SMA(20),6.41,-5.0,4.92,-3.39,65.97,198.15,0.0,4.39,6.38,6.48,54.0,46.0,55.0,24.0,0.08,,19.35,50.0,17.17,45.0,,Trung tính,-10.0,,1.0,2739.0,MACD Histogram < 0 và tăng dần,0.0,0.0,0.0,0.0,,Giá nằm trên SMA(50),,,,,Trung tính,-5.38,-0.47,,-0.26,-0.47,-6.68,13.8,Có,45.0,4.8,2.8,178.1,-11.9,-12.5,5.3,-29.4,-10.5,-55.9,26.7,196.8,Giá nằm trên SMA(100),,-0.26,166.0,290.6,286.9,221.6,77.5,1.0,6.8,269.5,-7.4,-0.2,71.0,36.0,8.0,8.4,,,,-32.84,84.26,1837.0,2739.0,2.5,-1.9,3.2,8.0
345,TIX,HSX,Bất động sản,1185.0,14.7,2.9,3.3,3.0,4.2,0.2,-0.1,,28.6,,,9.8,1.4,10.0,8.3,,,4.47,1.56,-1.52,4.11,77.4,52.95,0.0,0.02,0.02,0.02,41.0,66.0,57.0,61.0,,,,,0.46,56.0,,,0.0,0.0,0.0,4024.0,,,,,,,,,,,,,,,,,,,,Có,20.0,4.5,4.4,120.7,30.6,9.5,75.5,-5.5,,,,,,,,,,,,63.4,1.0,27.9,43.9,0.9,0.5,39.0,74.0,4.9,10.1,,,,18.43,29.44,832.0,4024.0,,,,
346,TLD,HSX,Bất động sản,602.0,1.6,2.6,1.7,,3.6,0.1,0.6,41.6,68.1,2.5,0.3,47.8,0.7,24.2,0.0,,Giá nằm trên SMA(20),72.7,10.98,184.06,-10.42,8.12,3.42,0.2,2.94,3.42,3.35,,,,,0.38,,7.77,56.6,0.07,,,Mua,36.0,,1.0,162.0,MACD Histogram < 0 và giảm dần,0.1,0.1,0.1,0.1,,Giá nằm trên SMA(50),,,,,Trung tính,-3.12,4.3,,0.39,4.3,52.05,-39.07,Có,55.0,-33.8,-14.9,12.6,5.9,11.5,-18.8,-4.4,-5.2,-61.0,53.2,225.8,Giá nằm trên SMA(100),,0.39,340.4,398.3,409.5,344.1,,1.0,43.9,141.7,,-2.9,6.0,178.0,1.0,1.0,,,,-16.24,-26.72,814.0,162.0,20.4,1.0,6.2,12.8
347,TLG,HSX,Hàng cá nhân & Gia dụng,4582.0,17.8,3.1,3.0,4.0,4.8,0.0,0.9,41.0,40.9,0.2,2.3,10.6,1.9,7.7,3.9,,Giá nằm trên SMA(20),8.57,2.93,28.62,3.54,53.85,17.87,0.2,9.89,10.89,15.02,63.0,23.0,31.0,54.0,3.84,Mua > Bán,52.6,47.4,13.72,43.0,Chờ bán,Trung tính,-529.0,0.0,0.0,5004.0,MACD Histogram > 0 và tăng dần,0.6,0.4,0.3,0.2,,Giá nằm dưới SMA(50),,,,,Trung tính,0.38,-5.4,,-0.75,-5.4,10.07,108.35,Có,40.0,-2.8,-3.4,432.6,3.2,-1.8,-8.1,-10.7,-24.4,-23.8,26.7,3127.2,Giá nằm trên SMA(100),,-0.75,117.2,188.3,219.8,334.8,60.8,5.0,56.8,182.2,1.8,3.4,223.0,1246.0,1.2,12.3,,,,3.08,139.17,2467.0,5004.0,-6.1,0.2,-1.7,2.6
348,TLH,HSX,Tài nguyên Cơ bản,632.0,-29.3,2.2,1.1,3.0,2.8,-0.1,1.0,36.7,39.0,0.1,0.6,-1.5,0.5,-7.5,0.0,Giá cắt lên SMA(5),Giá nằm dưới SMA(20),2.4,3.16,,,2.82,0.26,1.1,3.58,4.74,6.92,3.0,9.0,19.0,11.0,0.35,Mua < Bán,5.65,39.1,1.02,10.0,,Bán,-50.0,,1.0,-3820.0,MACD Histogram < 0 và tăng dần,0.1,0.1,0.1,0.1,,Giá nằm dưới SMA(50),,,,,Trung tính,-7.22,-6.15,,0.36,-6.15,-5.36,94.45,Có,65.0,-200.3,-40.0,-429.1,15.1,2.4,,219.0,-15.7,-72.6,39.2,270.7,Giá nằm trên SMA(100),,0.36,424.0,681.0,945.1,866.2,2.5,2.0,45.6,75.3,0.0,0.0,5.0,1880.0,0.1,-11.7,,,,,,1251.0,-3820.0,8.4,-7.2,-3.5,1.6
349,TMP,HSX,"Điện, nước & xăng dầu khí đốt",4403.0,24.7,2.7,3.2,3.1,4.8,0.0,0.3,,8.6,,,11.8,2.7,9.0,4.4,,,-10.59,2.56,-23.0,-1.35,49.06,45.32,0.2,0.19,0.3,0.25,45.0,39.0,20.0,24.0,,,,,0.65,32.0,,,3.0,0.0,0.0,5332.0,,,,,,,,,,,,,,,,,,,,Có,6.0,-2.1,-4.4,373.2,14.3,20.2,13.4,33.6,,,,,,,,,,,,94.5,5.0,38.1,64.7,1.2,0.7,84.0,186.0,5.4,19.0,,,,16.68,13.79,1629.0,5332.0,,,,
350,TMS,HSX,Hàng & Dịch vụ Công nghiệp,7112.0,7.7,2.2,2.0,3.0,3.6,-0.1,0.5,,3.0,,,22.8,1.7,18.2,2.4,,,39.16,7.28,26.58,-12.19,17.1,10.83,0.5,0.05,0.07,0.11,41.0,50.0,26.0,17.0,,,,,42.55,34.0,,,-2.0,0.0,0.0,1841.0,,,,,,,,,,,,,,,,,,,,Có,7.0,-28.5,-23.9,311.8,5.1,1.8,145.6,142.7,,,,,,,,,,,,100.1,10.0,22.8,2.4,0.1,0.8,94.0,864.0,2.1,3.9,,,,30.11,23.09,4201.0,1841.0,,,,
351,TMT,HSX,Ô tô và phụ tùng,441.0,-68.0,2.3,1.2,3.2,2.6,0.2,0.8,,14.3,,,-2.6,2.6,-10.1,0.0,,,-11.72,11.45,,,12.9,3.8,3.8,0.16,0.32,0.56,5.0,35.0,19.0,80.0,,,,,2.41,35.0,,,0.0,1.0,,-4646.0,,,,,,,,,,,,,,,,,,,,Có,20.0,-78.9,-19.5,-171.3,-30.9,30.9,,12159.8,,,,,,,,,,,,1.2,1.0,-17.5,-37.3,,0.0,21.0,558.0,0.2,-10.4,,,,,,167.0,-4646.0,,,,
352,TN1,HSX,Bất động sản,844.0,12.4,3.4,2.1,3.5,4.2,0.2,0.1,62.5,63.9,0.7,0.0,7.2,0.8,10.6,5.3,,Giá nằm trên SMA(20),-1.37,11.15,-0.09,-23.56,28.39,7.5,0.5,1.32,0.72,0.37,94.0,96.0,87.0,76.0,0.01,,14.2,90.7,0.04,88.0,,Mua mạnh,0.0,8.0,,1952.0,MACD Histogram > 0 và giảm dần,0.0,0.0,0.0,0.0,,Giá nằm trên SMA(50),,,,,Trung tính,23.48,35.89,,1.07,35.89,45.58,-18.1,Có,30.0,-50.8,-25.1,117.3,-13.9,-6.4,-18.6,809.0,-2.7,-54.3,76.1,73.1,Giá nằm trên SMA(100),,1.07,74.4,53.7,31.6,22.2,64.2,1.0,18.6,-78.6,,0.0,17.0,225.0,0.9,6.9,,,,277.39,12.23,1007.0,1952.0,48.9,20.3,33.1,41.1
353,TNC,HSX,Hóa chất,540.0,19.9,2.6,3.3,2.9,4.2,-0.1,0.8,,73.3,,,8.3,1.6,14.5,5.2,,,10.54,19.18,23.05,1.2,34.01,134.4,0.0,0.05,0.08,0.12,21.0,82.0,45.0,2.0,,,,,0.56,38.0,,,1.0,,1.0,3375.0,,,,,,,,,,,,,,,,,,,,Có,20.0,8.1,10.4,65.0,11.3,-15.5,202.3,71.8,,,,,,,,,,,,95.9,0.0,-27.8,363.0,2.4,0.0,32.0,24.0,3.9,16.7,,,,169.49,28.95,339.0,3375.0,,,,
354,TNH,HSX,Y tế,2328.0,-3.7,2.1,1.4,3.5,3.0,-0.2,0.8,86.8,51.0,0.1,0.3,-36.8,1.3,90.9,0.0,,Giá nằm trên SMA(20),-17.24,9.83,-67.49,-31.87,8.71,,0.5,6.28,9.45,9.1,69.0,26.0,7.0,13.0,0.43,Mua < Bán,16.2,48.1,54.63,29.0,,Trung tính,4.0,2.0,,-439.0,MACD Histogram > 0 và tăng dần,0.1,0.0,0.1,0.1,,Giá nằm dưới SMA(50),,,,,Trung tính,-0.61,-3.57,,0.31,-3.57,-14.63,,Có,70.0,-36.5,-31.1,-63.3,-5.5,1.0,-152.6,-332.1,-25.0,-44.2,14.9,64.2,Giá nằm dưới SMA(100),,0.31,297.0,548.8,515.8,401.7,57.4,3.0,31.5,,0.1,0.3,-20.0,123.0,5.4,-2.5,,,,,,1745.0,-439.0,-9.0,0.3,-1.5,-4.3
355,TNI,HSX,Tài nguyên Cơ bản,180.0,-4.0,,1.0,2.3,2.4,0.1,0.8,43.7,76.5,0.1,0.9,-8.8,0.4,21.8,0.0,,Giá nằm trên SMA(20),30.38,-11.74,,,4.2,1.12,0.4,1.73,1.54,1.21,,,,,0.27,Mua > Bán,3.54,89.6,0.14,,,Mua mạnh,7.0,8.0,,-389.0,MACD Histogram > 0 và tăng dần,0.2,0.2,0.2,0.2,,Giá nằm trên SMA(50),Tín hiệu vượt đỉnh,,,,Trung tính,18.39,28.26,,3.51,28.26,46.28,13.83,Có,85.0,-93.6,-19.9,-20.4,43.6,65.3,,,2.6,-74.2,104.6,98.9,Giá nằm trên SMA(100),Tăng nóng vào phiên hôm trước,3.51,401.9,446.6,379.9,330.2,0.0,0.0,54.1,,0.0,0.0,4.0,322.0,0.2,-2.4,,,,,,498.0,-389.0,52.5,18.2,31.8,49.4
356,TNT,HSX,Tài nguyên Cơ bản,434.0,0.6,2.4,2.7,1.8,3.4,0.2,1.0,99.6,7.5,26.6,0.4,135.9,0.7,65.4,0.0,,Giá nằm trên SMA(20),44.03,39.1,-97.62,-34.0,0.89,0.57,0.1,2.53,2.55,2.56,92.0,50.0,39.0,79.0,0.79,Mua < Bán,8.5,63.3,1.41,65.0,,Mua,-148.0,2.0,,63.0,MACD Histogram < 0 và tăng dần,0.3,0.3,0.3,0.3,,Giá nằm trên SMA(50),,,,,Trung tính,0.24,42.38,,0.0,42.38,94.06,441.4,Có,60.0,-11.6,-6.9,3.2,-58.2,-47.5,-19.8,104.5,-10.5,-73.0,118.0,1134.0,Giá nằm trên SMA(100),,0.0,285.6,277.9,274.9,271.4,2.0,1.0,28.8,-87.3,0.3,-1.7,1.0,132.0,0.7,0.3,,,,-81.96,,580.0,63.0,66.9,8.9,34.4,52.7
